CSI#,,SYMBOL,EXCHANGE,NAME,POINT VALUE,CONTRACT SIZE,UNIT OF MEASURE,CURRENCY,NORMAL MONTHS,SWITCHING MONTHS,START DATE,HOURS,BIAS,,TICK SIZE,FOOTNOTE,FULL POINT VALUE
100365,,LB1,GLBX,Lumber  (Electronic Only),11 USD,110000 bd ft,USD / 1000 bd ft,USD,"1,3,5,7,9,11",,20081020,17:00 - 16:00,,,0.1,,110 USD
100366,,I30,CBT,Interest Swap 30yr (RTH),3.125 USD,100000 USD,points,USD,"3,6,9,12",,20081024,07:20 - 14:00,,,0.015625,,1000 USD
100367,,I31,GLBX,Interest Swap 30yr (Electronic Only),3.125 USD,100000 USD,points,USD,"3,6,9,12",,20081024,18:03 - 16:00,,,0.015625,,1000 USD
100368,,I32,CBT,Interest Swap 30yr - Floor+Electronic (Last in Settle field),3.125 USD,100000 USD,points,USD,"3,6,9,12",,20081024,18:03 - 16:00,,,0.015625,,1000 USD
100369,,IEO,FINEX,Million EUR/USD,10 USD,1000000 EUR,USD / EUR,USD,"3,6,9,12",,20081111,20:00 - 18:00,,,0.00005,,1000000 USD
100370,,IMP,FINEX,Million GBP/USD,100 USD,1000000 GBP,USD / GBP,USD,"3,6,9,12",,20081111,20:00 - 18:00,,,0.0005,,1000000 USD
100371,,ISV,FINEX,Million USD/CAD,10 CAD,1000000 USD,CAD / USD,CAD,"3,6,9,12",,20081111,20:00 - 18:00,,,0.00005,,1000000 CAD
100372,,IUJ,FINEX,Million USD/JPY,1000 JPY,1000000 USD,JPY / USD,JPY,"3,6,9,12",,20081111,20:00 - 18:00,,,0.005,,1000000 JPY
100373,,IMF,FINEX,Million USD/CHF,10 CHF,1000000 USD,CHF / USD,CHF,"3,6,9,12",,20081111,20:00 - 18:00,,,0.00005,,1000000 CHF
100374,,IKX,FINEX,Million USD/SEK,10 SEK,1000000 USD,SEK / USD,SEK,"3,6,9,12",,20081111,20:00 - 18:00,,,0.00005,,1000000 SEK
100375,,IGB,FINEX,Million EUR/GBP,10 GBP,1000000 EUR,GBP / EUR,GBP,"3,6,9,12",,20081111,20:00 - 18:00,,,0.00005,,1000000 GBP
100376,,IEP,FINEX,Million EUR/CAD,10 CAD,1000000 EUR,CAD / EUR,CAD,"3,6,9,12",,20081111,20:00 - 18:00,,,0.00005,,1000000 CAD
100377,,IEJ,FINEX,Million EUR/JPY,1000 JPY,1000000 EUR,JPY / EUR,JPY,"3,6,9,12",,20081111,20:00 - 18:00,,,0.005,,1000000 JPY
100378,,IRK,FINEX,Million EUR/SEK,10 SEK,1000000 EUR,SEK / EUR,SEK,"3,6,9,12",,20081111,20:00 - 18:00,,,0.00005,,1000000 SEK
100379,,IRZ,FINEX,Million EUR/CHF,10 CHF,1000000 EUR,CHF / EUR,CHF,"3,6,9,12",,20081111,20:00 - 18:00,,,0.00005,,1000000 CHF
100380,,IAU,FINEX,Million AUD/USD,10 USD,1000000 AUD,USD / AUD,USD,"3,6,9,12",,20081111,20:00 - 18:00,,,0.00005,,1000000 USD
100381,,BGI,BMF,Live Cattle BRL,3 BRL,330 net arrobas,BRL / arroba,BRL,"1,2,3,4,5,6,7,8,9,10,11,12",,20001116,09:00 - 16:00,,,0.01,,300 BRL
100382,,VN,CFE,Nasdaq 100 Volatility Index,10 USD,1000 USD x Index,points,USD,"1,2,3,4,5,6,7,8,9,10,11,12",,20081118,08:30 - 15:15,,,0.01,,1000 USD
100383,,VR,CFE,Russell 2000 Volatility Index,10 USD,1000 USD x Index,points,USD,"1,2,3,4,5,6,7,8,9,10,11,12",,20081118,08:30 - 15:15,,,0.01,,1000 USD
100384,,AWM,ASX,Wheat - Australian Milling,0.2 AUD,20 tonnes,AUD / tonne,AUD,"1,3,5,7,9,11",,20081205,09:50 - 17:00,,,0.1,,20 AUD
100385,,AFB,ASX,Barley - Australian Feed,0.2 AUD,20 tonnes,AUD / tonne,AUD,"1,3,5,7,9,11",,20081205,09:50 - 17:00,,,0.1,,20 AUD
100386,,ACM,ASX,Canola - Australian,0.2 AUD,20 tonnes,AUD / tonne,AUD,"1,3,5,7,9,11",,20081205,09:50 - 17:00,,,0.1,,20 AUD
100387,,ASM,ASX,Sorghum - Australian,0.2 AUD,20 tonnes,AUD / tonne,AUD,"1,3,5,7,9,11",,20081205,09:50 - 17:00,,,0.1,,20 AUD
100388,,F2I,EURONEXT,FTSE 100 Index (Last in Settle),1 GBP,10 GBP x Index,points,GBP,"3,6,9,12",,20081223,08:00 - 21:00,,,0.5,,10 GBP
100389,,F2H,EURONEXT,CAC-40 Index (Last in Settle),1 EUR,10 EUR x Index,points,EUR,"3,6,9,12","1,2,4,5,7,8,10,11",20081223,08:00 - 22:00,,,0.5,,10 EUR
100390,,NCM,ICE,Coal NewCastle,50 USD,5000 tonnes,USD / tonne,USD,"1,2,3,4,5,6,7,8,9,10,11,12",,20081222,01:00 - 17:00,,,0.05,,5000 USD
100391,,NCQ,ICE,Coal NewCastle-Quarterly,50 USD,5000 tonnes,USD / tonne,USD,"3,6,9,12",,20081222,01:00 - 17:00,,,0.05,,5000 USD
100392,,NCY,ICE,Coal NewCastle-Yearly,50 USD,5000 tonnes,USD / tonne,USD,"1",,20081222,01:00 - 17:00,,,0.05,,5000 USD
100393,,EO,FINEX,Euro / U.S. Dollar,1 USD,100000 EUR,USD / EUR,USD,"3,6,9,12",,20030916,20:00 - 18:00,,,0.00005,,100000 USD
100394,,CXG,CBT,Liquid 50 CDS Index,5 USD,500 USD x Index,points,USD,"3,6,9,12",,20090120,17:30 - 16:00,,,0.01,,500 USD
100395,,M3,MXN,Mexican Bond 3 Year,1 MXN,1000 Bonds,MXN / Bond,MXN,"3,6,9,12",,20090227,07:30 - 14:15,,,0.025,,1000 MXN
100396,,M10,MXN,Mexican Bond 10 yr,1 MXN,1000 Bonds,MXN / Bond,MXN,"3,6,9,12",,20090227,07:30 - 14:15,,,0.025,,1000 MXN
100400,,DEH,EUREX,DJ Euro STOXX Healthcare Sector Index,0.5 EUR,50 EUR x Index,points,EUR,"3,6,9,12",,20030623,08:00 - 22:00,,,0.1,,50 EUR
100401,,DJH,EUREX,DJ STOXX 600 Healthcare Sector Index,0.5 EUR,50 EUR x Index,points,EUR,"3,6,9,12",,20030623,08:00 - 22:00,,,0.1,,50 EUR
100402,,DEM,EUREX,DJ Euro STOXX Media Sector Index,0.5 EUR,50 EUR x Index,points,EUR,"3,6,9,12",,20030623,08:00 - 22:00,,,0.1,,50 EUR
100403,,DJM,EUREX,DJ STOXX 600 Media Sector Index,0.5 EUR,50 EUR x Index,points,EUR,"3,6,9,12",,20030623,08:00 - 22:00,,,0.1,,50 EUR
100407,,T3,CME,Treasury Note 3 year (Floor+Electronic),6.25 USD,200000 USD,points,USD,"3,6,9,12",,20090323,17:30 - 16:00,,,0.0078125,,2000 USD
100408,,T32,CME,Treasury Note 3 year (Floor only),6.25 USD,200000 USD,points,USD,"3,6,9,12",,20090323,07:20 - 14:00,,,0.0078125,,2000 USD
100409,,Z3N,GLBX,Treasury Note 3 year (Electronic only; Last in Settle field),6.25 USD,200000 USD,points,USD,"3,6,9,12",,20090323,17:30 - 16:00,,,0.0078125,,2000 USD
100410,,KJY,KOFEX,Japanese Yen / Korean Won,5000 KRW,5000000 JPY,KRW / 100 JPY,KRW,"3,6,9,12","1,2,4,5,7,8,10,11",20090319,09:00 - 15:15,,,0.1,,50000 KRW
100411,,KEU,KOFEX,Euro / Korean Won,5000 KRW,50000 EUR,KRW / EUR,KRW,"3,6,9,12","1,2,4,5,7,8,10,11",20090319,09:00 - 15:15,,,0.1,,50000 KRW
100412,,TRY,CME,Turkish Lira,20 TRY,200000 USD,TRY / USD,TRY,"3,6,9,12",,20090323,17:00 - 16:00,,,0.0001,,200000 TRY
100413,,TRE,CME,Euro / Turkish Lira,12.5 TRY,125000 EUR,TRY / EUR,TRY,"3,6,9,12",,20090323,17:00 - 16:00,,,0.0001,,125000 TRY
100414,,M6B,CME,E-Micro GBP / USD,0.625 USD,6250 GBP,USD / GBP,USD,"3,6,9,12",,20090323,17:00 - 16:00,,,0.0001,,6250 USD
100415,,M6E,CME,E-Micro EUR/USD,1.25 USD,12500 EUR,USD / EUR,USD,"3,6,9,12",,20090323,17:00 - 16:00,,,0.0001,,12500 USD
100416,,M6A,CME,E-Micro AUD/USD,1 USD,10000 AUD,USD / AUD,USD,"3,6,9,12",,20090323,17:00 - 16:00,,,0.0001,,10000 USD
100417,,M6J,CME,E-Micro USD / JPY,100 JPY,10000 USD,JPY / USD,JPY,"3,6,9,12",,20090323,17:00 - 16:00,,,0.01,,10000 JPY
100418,,M6C,CME,E-Micro USD / CAD,1 CAD,10000 USD,CAD / USD,CAD,"3,6,9,12",,20090323,17:00 - 16:00,,,0.0001,,10000 CAD
100419,,M6S,CME,E-Micro USD / CHF,1 CHF,10000 USD,CHF / USD,CHF,"3,6,9,12",,20090323,17:00 - 16:00,,,0.0001,,10000 CHF
100420,,VM,CFE,CBOE Mini-VIX,1 USD,100 USD x Index,points,USD,"1,2,3,4,5,6,7,8,9,10,11,12",,20090326,08:30 - 15:15,,,0.05,,100 USD
100421,,DEI,EUREX,DJ Euro STOXX Insurance Sector Index,0.5 EUR,50 EUR x Index,points,EUR,"3,6,9,12",,20090326,08:00 - 22:00,,,0.1,,50 EUR
100422,,DJI,EUREX,DJ STOXX 600 Insurance Sector Index,0.5 EUR,50 EUR x Index,points,EUR,"3,6,9,12",,20030515,08:00 - 22:00,,,0.1,,50 EUR
100423,,TDI,TDE,ISE 30 Index,0.1 TRY,100 TRY x Index / 1000,points,TRY,"2,4,6,8,10,12",,20050204,09:15 - 17:15,,,0.025,,100 TRY
100424,,XGN,COMEX,E-Mini Gold,0.33 USD,33 toz,USD / oz,USD,"1,2,3,4,5,6,7,8,9,10,11,12",,20090420,18:00 - 17:15,,,0.1,,33 USD
100425,,XSN,COMEX,E-Mini Silver,1 USD,1000 toz,USD / oz,USD,"1,2,3,4,5,6,7,8,9,10,11,12",,20090420,18:00 - 17:15,,,0.001,,1000 USD
100426,,DEV,EUREX,DJ Euro STOXX 50 Index Dividend,1 EUR,100 EUR x Index,points,EUR,"12",,20090421,08:30 - 17:30,,,0.1,,100 EUR
100427,,R8N,CLEAR,PJM PEPCO Zone Peak,0.80 USD,80 MWh (5 MWh per peak hoour),USD / MWh,USD,"1,2,3,4,5,6,7,8,9,10,11,12",,20090515,18:00 - 17:15,,,0.01,,80 USD
100428,,Q8N,CLEAR,PJM Pepco Zone Off-Peak,0.05 USD,5 MWh (5 MWh per off-peak hour),USD / MWh,USD,"1,2,3,4,5,6,7,8,9,10,11,12",,20090515,18:00 - 17:15,,,0.01,,5 USD
100429,,JA2,TCE,Gold-Tokyo (Combined Sessions),1000 JPY,1 kg,JPY / gram,JPY,"2,4,6,8,10,12",,20090515,17:00 - 15:30,,,1,,1000 JPY
100430,,JA1,TCE,Gold-Tokyo (Evening Session),1000 JPY,1 kg,JPY / gram,JPY,"2,4,6,8,10,12",,20090515,17:00 - 23:00,,,1,,1000 JPY
100431,,JA4,TCE,Gold Mini-Tokyo (Combined Sessions),100 JPY,100 gram,JPY / gram,JPY,"2,4,6,8,10,12",,20090515,17:00 - 15:30,,,1,,100 JPY
100432,,JA3,TCE,Gold Mini-Tokyo (Evening Session),100 JPY,100 gram,JPY / gram,JPY,"2,4,6,8,10,12",,20090515,17:00 - 23:00,,,1,,100 JPY
100433,,JS2,TCE,Silver-Tokyo (Combined Sessions),300 JPY,30 kg,JPY / 10 grams,JPY,"2,4,6,8,10,12",,20090515,17:00 - 15:30,,,0.1,,3000 JPY
100434,,JS1,TCE,Silver-Tokyo (Evening Session),300 JPY,30 kg,JPY / 10 grams,JPY,"2,4,6,8,10,12",,20090515,17:00 - 23:00,,,0.1,,3000 JPY
100435,,JP2,TCE,Platinum-Tokyo (Combined Sessions),500 JPY,500 grams,JPY / gram,JPY,"2,4,6,8,10,12",,20090515,17:00 - 15:30,,,1,,500 JPY
100436,,JP1,TCE,Platinum-Tokyo (Evening Session),500 JPY,500 grams,JPY / gram,JPY,"2,4,6,8,10,12",,20090515,17:00 - 23:00,,,1,,500 JPY
100437,,JPM,TCE,Mini Platinum-Tokyo (Day Session),100 JPY,100 gram,JPY / gram,JPY,"2,4,6,8,10,12",,20090515,09:00 - 15:30,,,1,,100 JPY
100438,,JP4,TCE,Mini Platinum-Tokyo (Combined Sessions),100 JPY,100 gram,JPY / gram,JPY,"2,4,6,8,10,12",,20090515,17:00 - 15:30,,,1,,100 JPY
100439,,JP3,TCE,Mini Platinum-Tokyo (Evening Session),100 JPY,100 gram,JPY / gram,JPY,"2,4,6,8,10,12",,20090515,17:00 - 23:00,,,1,,100 JPY
100440,,JP6,TCE,Palladium (Combined Sessions),500 JPY,500 gram,JPY / gram,JPY,"2,4,6,8,10,12",,20090515,17:00 - 15:30,,,1,,500 JPY
100441,,JP5,TCE,Palladium (Evening Session),500 JPY,500 gram,JPY / gram,JPY,"2,4,6,8,10,12",,20090515,17:00 - 23:00,,,1,,500 JPY
100442,,JA6,TCE,Aluminum (Combined Sessions),500 JPY,5 tonnes,JPY / kg,JPY,"2,4,6,8,10,12","1,3,5,7,9,11",20090515,17:00 - 15:30,,,0.1,,5000 JPY
100443,,JA5,TCE,Aluminum (Evening Session),500 JPY,5 tonnes,JPY / kg,JPY,"2,4,6,8,10,12","1,3,5,7,9,11",20090515,17:00 - 23:00,,,0.1,,5000 JPY
100444,,JR2,TCE,Rubber (Combined Sessions),500 JPY,5000 kg,JPY / kg,JPY,"1,2,3,4,5,6,7,8,9,10,11,12",,20090515,17:00 - 15:30,,,0.1,,5000 JPY
100445,,JR1,TCE,Rubber (Evening Session),500 JPY,5000 kg,JPY / kg,JPY,"1,2,3,4,5,6,7,8,9,10,11,12",,20090515,17:00 - 23:00,,,0.1,,5000 JPY
100446,,JG4,TCE,Gasoline (Combined Sessions),50 JPY,50 kL,JPY / kL,JPY,"1,2,3,4,5,6,7,8,9,10,11,12",,20090515,17:00 - 15:30,,,10,,50 JPY
100447,,JG3,TCE,Gasoline (Evening Session),50 JPY,50 kL,JPY / kL,JPY,"1,2,3,4,5,6,7,8,9,10,11,12",,20090515,17:00 - 23:00,,,10,,50 JPY
100448,,JK2,TCE,Kerosene (Combined Sessions),50 JPY,50 kL,JPY / kL,JPY,"1,2,3,4,5,6,7,8,9,10,11,12",,20090515,17:00 - 15:30,,,10,,50 JPY
100449,,JK1,TCE,Kerosene (Evening Session),50 JPY,50 kL,JPY / kL,JPY,"1,2,3,4,5,6,7,8,9,10,11,12",,20090515,17:00 - 23:00,,,10,,50 JPY
100450,,JC2,TCE,Crude Oil (Combined Sessions),50 JPY,50 kL,JPY / kL,JPY,"1,2,3,4,5,6,7,8,9,10,11,12",,20090515,17:00 - 15:30,,,10,,50 JPY
100451,,JC1,TCE,Crude Oil (Evening Session),50 JPY,50 kL,JPY / kL,JPY,"1,2,3,4,5,6,7,8,9,10,11,12",,20090515,17:00 - 23:00,,,10,,50 JPY
100452,,N1A,CLEAR,Argus Biodiesel RME,0.10 USD,100 tonnes,USD / tonne,USD,"1,2,3,4,5,6,7,8,9,10,11,12",,20090323,18:00 - 17:15,,,0.001,,100 USD
100453,,FCS,ME,S&P/TSX Composite Mini,0.05 CAD,5 CAD x Index,points,CAD,"3,6,9,12",,20090520,09:30 - 16:15,,,1,,5 CAD
100454,,SFI,CSCE,Sugar #16,11.20 USD,112000 lb,0.01 USD / lb,USD,"1,3,5,7,9,11",,20080926,09:00 - 14:00,,,0.01,,1120 USD
100455,,CZE,ZCE,Rice - Early Long,10 CNY,10 tonnes,CNY / tonne,CNY,"1,3,5,7,9,11",,20090731,09:00 - 15:00,,,1,,10 CNY
100456,,UBN,CLEAR,Dated Brent Crude Oil Swap,10 USD,1000 bbl,USD / bbl,USD,"1,2,3,4,5,6,7,8,9,10,11,12",,20090731,18:00 - 15:15,,,0.01,,1000 USD
100457,,BYN,CLEAR,WTI-Brent (ICE) Bullet Swap,10 USD,1000 bbl,USD / bbl,USD,"1,2,3,4,5,6,7,8,9,10,11,12",,20090731,18:00 - 15:15,500,,0.01,,1000 USD
100458,,UIN,CLEAR,Fuel Oil Swap Med,10 USD,1000 tonnes,USD / tonne,USD,"1,2,3,4,5,6,7,8,9,10,11,12",,20090731,18:00 - 15:15,,,0.01,,1000 USD
100459,,UJN,CLEAR,Jet Kero Swap NWE,10 USD,1000 tonnes,USD / tonne,USD,"1,2,3,4,5,6,7,8,9,10,11,12",,20090731,18:00 - 15:15,,,0.01,,1000 USD
100460,,Z4N,CLEAR,Gasoil 0.1 CIF MED Swap,1 USD,1000 tonnes,USD / tonne,USD,"1,2,3,4,5,6,7,8,9,10,11,12",,20090731,18:00 - 15:15,,,0.01,,1000 USD
100461,,Z5N,CLEAR,Gasoil 0.1 CIF MED vs ICE Gasoil Swap,1 USD,1000 tonnes,USD / tonne,USD,"1,2,3,4,5,6,7,8,9,10,11,12",,20090731,18:00 - 15:15,50,,0.01,,1000 USD
100462,,Z6N,CLEAR,ULSD 10PPM CIF MED Swap,1 USD,1000 tonnes,USD / tonne,USD,"1,2,3,4,5,6,7,8,9,10,11,12",,20090731,18:00 - 15:15,,,0.01,,1000 USD
100463,,Z7N,CLEAR,ULSD 10PPM CIF MED vs ICE Gasoil Swap,1 USD,1000 tonnes,USD / tonne,USD,"1,2,3,4,5,6,7,8,9,10,11,12",,20090731,18:00 - 15:15,50,,0.001,,1000 USD
100464,,FI,CLEAR,Fuel Oil 1% NWE Crack vs ICE Brent,10 USD,1000 bbl,USD / bbl,USD,"1,2,3,4,5,6,7,8,9,10,11,12",,20090731,18:00 - 15:15,500,,0.01,,1000 USD
100465,,FON,CLEAR,Fuel Oil 3.5% Rdam Crack vs ICE Brent,10 USD,1000 bbl,USD / bbl,USD,"1,2,3,4,5,6,7,8,9,10,11,12",,20090731,18:00 - 15:15,500,,0.01,,1000 USD
100466,,FKN,CLEAR,Fuel Oil Rdam v MED,10 USD,1000 tonnes,USD / tonne,USD,"1,2,3,4,5,6,7,8,9,10,11,12",,20090731,18:00 - 15:15,500,,0.01,,1000 USD
100467,,ETN,CLEAR,Gasoil 10PPM Rdam Barges v ICE Gasoil,10 USD,1000 tonnes,USD / tonne,USD,"1,2,3,4,5,6,7,8,9,10,11,12",,20090731,18:00 - 15:15,500,,0,,1000 USD
100468,,JCN,CLEAR,Jet CIF NWE v ICE Gasoil,10 USD,1000 tonnes,USD / tonne,USD,"1,2,3,4,5,6,7,8,9,10,11,12",,20090731,18:00 - 15:15,500,,0,,1000 USD
100469,,JRN,CLEAR,Jet Rdam v ICE Gasoil,10 USD,1000 tonnes,USD / tonne,USD,"1,2,3,4,5,6,7,8,9,10,11,12",,20090731,18:00 - 15:15,500,,0.01,,1000 USD
100470,,ENN,CLEAR,Naptha Crack Spread,10 USD,1000 tonnes,USD / tonne,USD,"1,2,3,4,5,6,7,8,9,10,11,12",,20090731,18:00 - 15:15,500,,0.01,,1000 USD
100471,,HAN,CLEAR,Heating Oil v ICE Gasoil,4.20 USD,42000 gal,USD / gal,USD,"1,2,3,4,5,6,7,8,9,10,11,12",,20090731,18:00 - 15:15,50,,0.0001,,42000 USD
100472,,FSN,CLEAR,Fuel Oil Swap Cargo v Barges,10 USD,1000 tonnes,USD / tonne,USD,"1,2,3,4,5,6,7,8,9,10,11,12",,20090731,18:00 - 15:15,500,,0.01,,1000 USD
100473,,EWN,CLEAR,East-West Fuel Oil Spread Swap,10 USD,1000 tonnes,USD / tonne,USD,"1,2,3,4,5,6,7,8,9,10,11,12",,20090731,18:00 - 15:15,500,,0.01,,1000 USD
100474,,TUN,CLEAR,Gasoil 0.1 CIF NWE vs. ICE Gasoil Swap,1 USD,1000 tonnes,USD / tonne,USD,"1,2,3,4,5,6,7,8,9,10,11,12",,20090731,18:00 - 15:15,50,,0.001,,1000 USD
100475,,TPN,CLEAR,Gasoil 10 PPM Cargoes CIF NWE v ICE Gasoil,1 USD,1000 tonnes,USD / tonne,USD,"1,2,3,4,5,6,7,8,9,10,11,12",,20090731,18:00 - 15:15,500,,0.01,,100 USD
100476,,SDN,CLEAR,Singapore Fuel Oil Spread Swap,10 USD,1000 tonnes,USD / tonne,USD,"1,2,3,4,5,6,7,8,9,10,11,12",,20090731,18:00 - 15:15,500,,0.01,,1000 USD
100485,,C6N,CLEAR,NYMEX CL Minute Marker,10 USD,1000 bbl,USD / bbl,USD,"1,2,3,4,5,6,7,8,9,10,11,12",,20090807,18:00 - 15:15,,,0.01,,1000 USD
100486,,H6N,CLEAR,NYMEX HO Minute Marker,4.20 USD,42000 gal,USD / gal,USD,"1,2,3,4,5,6,7,8,9,10,11,12",,20090807,18:00 - 15:15,,,0.0001,,42000 USD
100487,,R6N,CLEAR,NYMEX RBOB Minute Marker,4.20 USD,42000 gal,USD / gal,USD,"1,2,3,4,5,6,7,8,9,10,11,12",,20090807,18:00 - 15:15,,,0.0001,,42000 USD
100488,,F7N,CLEAR,European Gasoil (ICE),1 USD,100 tonnes,USD / tonne,USD,"1,2,3,4,5,6,7,8,9,10,11,12",,20090827,18:00 - 17:15,,,0.05,,100 USD
100489,,XIF,TAIFEX,TSEC Non-Finance Non-Electronic Index,1 TWD,100 TWD x Index,points,TWD,"1,2,3,4,5,6,7,8,9,10,11,12",,20090828,08:45 - 13:45,,,1,,100 TWD
100490,,BTP,EUREX,Euro-BTP,10 EUR,100000 EUR,points,EUR,"3,6,9,12",,20090901,08:00 - 19:00,,,0.01,,1000 EUR
100491,,B2P,EUREX,Euro-BTP (Last in Close),10 EUR,100000 EUR,points,EUR,"3,6,9,12",,20090901,08:00 - 19:00,,,0.01,,1000 EUR
100492,,TGF,TAIFEX,Gold,10 TWD,100 Taiwan cians (375 g),TWD / cian (TWD / 3.75 g),TWD,"1,2,3,4,5,6,7,8,9,10,11,12",,20090904,08:45 - 13:45,,,0.5,,100 TWD
100493,,GTF,TAIFEX,GreTai Stock Index,40 TWD,4000 TWD x Index,points,TWD,"3,6,9,12","1,2,4,5,7,8,10,11",20090904,08:45 - 13:45,,,0.05,,4000 TWD
100494,,WIN,BMF,Ibovespa Index Mini,0.2 BRL,0.2 BRL x Index,points,BRL,"2,4,6,8,10,12",,20091020,09:02 - 17:15,,,5,,0.2 BRL
100495,,WDL,BMF,US Dollar Mini,0.2 BRL,5000 USD,BRL / 1000 USD,BRL,"1,2,3,4,5,6,7,8,9,10,11,12",,20091020,09:02 - 18:00,,,0.001,,200 BRL
100496,,FSG,EURONEXT,Gilt - Short Term,10 GBP,100000 GBP @ 6 percent,percent,GBP,"3,6,9,12",,20091123,08:00 - 18:00,,,0.01,,1000 GBP
100497,,FMG,EURONEXT,Gilt - Medium Term,10 GBP,100000 GBP @ 6 percent,percent,GBP,"3,6,9,12",,20091123,08:00 - 18:00,,,0.01,,1000 GBP
100509,,R09,CCFE,RGGI Vintage 2009,10 USD,1000 tons,USD / ton,USD,"1,2,3,4,5,6,7,8,9,10,11,12",,20090910,07:00 - 15:00,,,0.01,,1000 USD
100510,,R10,CCFE,RGGI Vintage 2010,10 USD,1000 tons,USD / ton,USD,"1,2,3,4,5,6,7,8,9,10,11,12",,20090910,07:00 - 15:00,,,0.01,,1000 USD
100511,,R11,CCFE,RGGI Vintage 2011,10 USD,1000 tons,USD / ton,USD,"1,2,3,4,5,6,7,8,9,10,11,12",,20090910,07:00 - 15:00,,,0.01,,1000 USD
100512,,R12,CCFE,RGGI Vintage 2012,10 USD,1000 tons,USD / ton,USD,"1,2,3,4,5,6,7,8,9,10,11,12",,20090910,07:00 - 15:00,,,0.01,,1000 USD
100513,,R13,CCFE,RGGI Vintage 2013,10 USD,1000 tons,USD / ton,USD,"1,2,3,4,5,6,7,8,9,10,11,12",,20090904,07:00 - 15:00,,,0.01,,1000 USD
100514,,R14,CCFE,RGGI Vintage 2014,10 USD,1000 tons,USD / ton,USD,"1,2,3,4,5,6,7,8,9,10,11,12",,20090904,07:00 - 15:00,,,0.01,,1000 USD
100515,,R15,CCFE,RGGI Vintage 2015,10 USD,1000 tons,USD / ton,USD,"1,2,3,4,5,6,7,8,9,10,11,12",,20090904,07:00 - 15:00,,,0.01,,1000 USD
